분류,지역,발주처명,발주처분류,약칭,적격심사분류,비고
정부투자기관(공사),인천,한국토지공사 인천지사,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),인천,한국토지공사 인천지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),전남,한국토지공사 전남지사,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),전북,한국토지공사 전북지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),충북,한국토지공사 충북지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지공사 평택지사,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경남,한국토지주택공사,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),강원,한국토지주택공사 강원지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 경기남부지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 경기동북부직할사업단,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 경기북부지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 경기지역본부 시흥사업단장,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경남,한국토지주택공사 경남지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 고양사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 광명시흥사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),광주,한국토지주택공사 광주전남지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 김포사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 김포직할사업단,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),충남,한국토지주택공사 당진사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),대구,한국토지주택공사 대구경북지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경남,한국토지주택공사 대전에너지사업단,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),대전,한국토지주택공사 대전충남지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 동탄사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),서울,한국토지주택공사 미군기지본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),부산,한국토지주택공사 부산울산지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),부산,한국토지주택공사 부산진해직할사업단,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),서울,한국토지주택공사 서울지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),충남,한국토지주택공사 세종특별본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),서울,한국토지주택공사 수도권도심정비특별본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),충남,한국토지주택공사 아산에너지사업단,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 위례사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),인천,한국토지주택공사 인천지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),전북,한국토지주택공사 전북지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),인천,한국토지주택공사 청라영종사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),충북,한국토지주택공사 충북지역본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),충북,한국토지주택공사 충청지역본부,한국토지주택공사,,조달청(해양수산부산하기관),
정부투자기관(공사),경기,한국토지주택공사 파주사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 판교직할사업단,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 평택사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 평택직할사업단,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 하남사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 화성사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(공사),경기,한국토지주택공사 화성서남부사업본부,한국토지주택공사,,한국토지주택공사,
정부투자기관(기타),대전,한국항공우주연구원,공사기타,,조달청(해양수산부산하기관),
정부투자기관(기타),서울,한국해상풍력 주식회사,공사기타,,한국전력공사(발전자회사),
정부투자기관(기타),경기,한국해양과학기술원,공사기타,,미분류,
정부투자기관(기타),,한국해양수산개발원,공사기타,,,
정부투자기관(공사),서울,한국해외인프라도시개발지원공사,공사기타,,조달청(해양수산부산하기관),
정부투자기관(공사),인천,한국환경공단,한국환경공단,,행정안전부(지방자치단체),
정부투자기관(기타),서울,한국환경기술진흥원,공사기타,,조달청(해양수산부산하기관),
정부투자기관(기타),서울,한국환경보전원,공사기타,,미분류,
중앙행정기관(기타),경기,한국환경산업기술원,중앙기타,,미분류,
중앙행정기관(기타),세종,한국환경연구원,중앙기타,,미분류,
정부투자기관(공사),인천,한국환경자원공사,공사기타,,조달청(해양수산부산하기관),
정부투자기관(공사),대전,한전원자력연료(주),공사기타,,한국전력공사(발전자회사),
정부투자기관(기타),경기,한전케이피에스(주)부천현장,공사기타,,한국전력공사(발전자회사),
중앙행정기관(국방부),서울,합동군사대학교,국방부,,국방부,
정부투자기관(기타),서울,항공안전본부,공사기타,,조달청(해양수산부산하기관),
중앙행정기관(국방부),서울,해군 제5738부대,국방부,,국방부,
중앙행정기관(국방부),서울,해군 제8385부대,국방부,,국방부,
중앙행정기관(국방부),경기,해군2함대사령부,국방부,,국방부,
중앙행정기관(국방부),경남,해군군수사령부,국방부,,국방부,
중앙행정기관(국방부),인천,해군본부 시설감실,국방부,,국방부,
중앙행정기관(국방부),경남,해군사관학교,,,국방부,
중앙행정기관(국방부),인천,해군인천해역방어사령부,국방부,,국방부,
중앙행정기관(국방부),경남,해군작전사령부,국방부,,국방부,
중앙행정기관(국방부),제주,해군제주기지전대,국방부,,국방부,
중앙행정기관(국방부),서울,해군중앙경리단,국방부,,국방부,
중앙행정기관(국방부),경남,해군진해기지사령부,국방부,,국방부,
중앙행정기관(국방부),전남,해병대 제3170부대,국방부,,국방부,
중앙행정기관(국방부),인천,해병대 제3283부대,국방부,,국방부,
중앙행정기관(국방부),인천,해병대 제9196부대,국방부,,국방부,
중앙행정기관(국방부),인천,해병대 제9227부대,국방부,,국방부,
중앙행정기관(국방부),경기,해병대사령부,국방부,,국방부,
중앙행정기관(국방부),인천,해병대제9691부대,국방부,,국방부,
중앙행정기관(기타),전남,해양경찰정비창,중앙기타,,조달청(해양수산부산하기관),
중앙행정기관(기타),인천,해양경찰청,중앙기타,,조달청(해양수산부산하기관),
